event_id,user_id,event_name,event_timestamp,device_type,country,plan_type
22815,1980,login,2024-08-01 03:27:00,web,IN,pro
22816,1980,feature_use,2024-08-04 04:34:00,web,IN,pro
22817,1980,login,2024-08-09 06:07:00,web,IN,pro
22818,1980,feature_use,2024-08-13 07:32:00,web,IN,pro
22819,1980,feature_use,2024-08-14 07:44:00,web,IN,pro
22820,1980,login,2024-08-14 09:12:00,web,IN,pro
22821,1980,login,2024-08-18 10:52:00,web,IN,pro
22822,1980,login,2024-08-18 11:25:00,web,IN,pro
22823,1980,feature_use,2024-08-18 12:48:00,web,IN,pro
22824,1981,landing_page,2024-10-03 05:56:00,android,US,
22825,1981,signup,2024-10-03 06:04:00,android,US,free
22826,1981,verify_email,2024-10-03 06:18:00,android,US,free
22827,1981,login,2024-10-03 07:06:00,android,US,free
22828,1981,start_trial,2024-10-03 08:01:00,android,US,basic
22829,1981,subscribe,2024-10-03 08:06:00,android,US,pro
22830,1981,feature_use,2024-10-03 08:54:00,android,US,pro
22831,1981,feature_use,2024-10-06 09:17:00,android,US,pro
22832,1981,login,2024-10-09 10:19:00,android,US,pro
22833,1981,feature_use,2024-10-12 12:05:00,android,US,pro
22834,1981,feature_use,2024-10-13 12:22:00,android,US,pro
22835,1981,login,2024-10-16 12:39:00,android,US,pro
22836,1981,login,2024-10-17 13:13:00,android,US,pro
22837,1981,login,2024-10-19 14:55:00,android,US,pro
22838,1981,feature_use,2024-10-20 16:12:00,android,US,pro
22839,1981,feature_use,2024-10-22 17:04:00,android,US,pro
22840,1981,feature_use,2024-10-22 17:32:00,android,US,pro
22841,1981,feature_use,2024-10-25 18:24:00,android,US,pro
22842,1981,feature_use,2024-10-25 19:00:00,android,US,pro
22843,1981,feature_use,2024-10-25 20:39:00,android,US,pro
22844,1981,login,2024-10-29 21:40:00,android,US,pro
22845,1981,feature_use,2024-10-31 22:15:00,android,US,pro
22846,1981,login,2024-10-31 22:47:00,android,US,pro
22847,1981,cancel,2024-11-02 00:11:00,android,US,pro
22848,1982,landing_page,2024-01-19 19:18:00,android,UK,
22849,1982,signup,2024-01-19 19:54:00,android,UK,free
22850,1983,landing_page,2024-06-25 04:17:00,android,US,
22851,1983,signup,2024-06-25 05:03:00,android,US,free
22852,1984,landing_page,2024-02-29 12:17:00,ios,IN,
22853,1984,signup,2024-02-29 12:23:00,ios,IN,free
22854,1984,verify_email,2024-02-29 12:51:00,ios,IN,free
22855,1984,login,2024-02-29 13:51:00,ios,IN,free
22856,1984,start_trial,2024-02-29 14:38:00,ios,IN,basic
22857,1984,subscribe,2024-02-29 15:13:00,ios,IN,pro
22858,1984,login,2024-02-29 16:05:00,ios,IN,pro
22859,1984,login,2024-03-02 16:37:00,ios,IN,pro
22860,1984,feature_use,2024-03-06 18:15:00,ios,IN,pro
22861,1984,login,2024-03-07 20:06:00,ios,IN,pro
22862,1984,feature_use,2024-03-10 21:05:00,ios,IN,pro
22863,1984,feature_use,2024-03-11 21:18:00,ios,IN,pro
22864,1984,feature_use,2024-03-13 22:21:00,ios,IN,pro
22865,1984,login,2024-03-14 23:19:00,ios,IN,pro
22866,1984,feature_use,2024-03-18 01:08:00,ios,IN,pro
22867,1984,feature_use,2024-03-20 02:48:00,ios,IN,pro
22868,1984,feature_use,2024-03-22 03:56:00,ios,IN,pro
22869,1984,login,2024-03-24 04:23:00,ios,IN,pro
22870,1984,feature_use,2024-03-25 06:22:00,ios,IN,pro
22871,1984,login,2024-03-30 06:53:00,ios,IN,pro
22872,1984,login,2024-04-02 07:56:00,ios,IN,pro
22873,1984,login,2024-04-03 09:37:00,ios,IN,pro
22874,1985,landing_page,2024-07-13 04:32:00,web,US,
22875,1985,signup,2024-07-13 05:09:00,web,US,free
22876,1985,verify_email,2024-07-13 05:48:00,web,US,free
22877,1985,login,2024-07-13 06:02:00,web,US,free
22878,1985,start_trial,2024-07-13 07:01:00,web,US,basic
22879,1985,feature_use,2024-07-13 08:00:00,web,US,basic
22880,1985,feature_use,2024-07-16 08:34:00,web,US,basic
22881,1985,feature_use,2024-07-17 09:49:00,web,US,basic
22882,1985,login,2024-07-19 10:06:00,web,US,basic
22883,1985,login,2024-07-19 11:01:00,web,US,basic
22884,1985,feature_use,2024-07-24 11:33:00,web,US,basic
22885,1985,feature_use,2024-07-26 12:03:00,web,US,basic
22886,1985,login,2024-07-27 13:36:00,web,US,basic
22887,1985,login,2024-08-01 14:25:00,web,US,basic
22888,1985,login,2024-08-06 15:50:00,web,US,basic
22889,1985,feature_use,2024-08-06 17:02:00,web,US,basic
22890,1985,feature_use,2024-08-11 17:24:00,web,US,basic
22891,1986,landing_page,2024-07-21 19:59:00,ios,CA,
22892,1986,signup,2024-07-21 20:35:00,ios,CA,free
22893,1986,verify_email,2024-07-21 21:22:00,ios,CA,free
22894,1986,login,2024-07-21 22:11:00,ios,CA,free
22895,1986,start_trial,2024-07-21 23:10:00,ios,CA,basic
22896,1986,subscribe,2024-07-21 23:18:00,ios,CA,pro
22897,1986,feature_use,2024-07-22 00:03:00,ios,CA,pro
22898,1986,login,2024-07-22 00:17:00,ios,CA,pro
22899,1986,feature_use,2024-07-26 02:00:00,ios,CA,pro
22900,1986,login,2024-07-30 03:33:00,ios,CA,pro
22901,1986,feature_use,2024-07-31 04:17:00,ios,CA,pro
22902,1986,cancel,2024-08-03 04:30:00,ios,CA,pro
22903,1987,landing_page,2024-05-05 16:50:00,ios,US,
22904,1987,signup,2024-05-05 17:05:00,ios,US,free
22905,1987,verify_email,2024-05-05 17:51:00,ios,US,free
22906,1987,login,2024-05-05 18:21:00,ios,US,free
22907,1987,start_trial,2024-05-05 19:12:00,ios,US,basic
22908,1987,subscribe,2024-05-05 19:46:00,ios,US,pro
22909,1987,feature_use,2024-05-05 20:09:00,ios,US,pro
22910,1987,feature_use,2024-05-06 21:28:00,ios,US,pro
22911,1987,login,2024-05-10 21:53:00,ios,US,pro
22912,1987,feature_use,2024-05-15 22:48:00,ios,US,pro
22913,1987,login,2024-05-20 23:49:00,ios,US,pro
22914,1987,login,2024-05-25 23:59:00,ios,US,pro
22915,1987,feature_use,2024-05-29 01:01:00,ios,US,pro
22916,1987,login,2024-05-29 01:24:00,ios,US,pro
22917,1987,feature_use,2024-06-03 03:19:00,ios,US,pro
22918,1987,login,2024-06-04 04:37:00,ios,US,pro
22919,1987,login,2024-06-06 05:36:00,ios,US,pro
22920,1987,login,2024-06-08 05:59:00,ios,US,pro
22921,1987,login,2024-06-10 07:38:00,ios,US,pro
22922,1987,login,2024-06-10 08:30:00,ios,US,pro
22923,1987,feature_use,2024-06-10 08:54:00,ios,US,pro
22924,1987,feature_use,2024-06-12 10:27:00,ios,US,pro
22925,1988,landing_page,2024-08-31 10:05:00,ios,IN,
22926,1989,landing_page,2024-05-03 22:38:00,web,IN,
22927,1989,signup,2024-05-03 23:27:00,web,IN,free
22928,1989,verify_email,2024-05-03 23:57:00,web,IN,free
22929,1989,login,2024-05-04 00:38:00,web,IN,free
22930,1989,start_trial,2024-05-04 01:32:00,web,IN,basic
22931,1989,login,2024-05-04 02:29:00,web,IN,basic
22932,1989,feature_use,2024-05-07 03:36:00,web,IN,basic
22933,1989,login,2024-05-09 03:55:00,web,IN,basic
22934,1989,feature_use,2024-05-13 04:30:00,web,IN,basic
22935,1989,feature_use,2024-05-17 05:55:00,web,IN,basic
22936,1989,login,2024-05-21 07:28:00,web,IN,basic
22937,1989,login,2024-05-21 09:16:00,web,IN,basic
22938,1989,login,2024-05-22 09:39:00,web,IN,basic
22939,1989,login,2024-05-24 10:43:00,web,IN,basic
22940,1989,login,2024-05-24 12:07:00,web,IN,basic
22941,1989,login,2024-05-29 12:22:00,web,IN,basic
22942,1989,feature_use,2024-05-30 12:36:00,web,IN,basic
22943,1989,feature_use,2024-06-03 14:23:00,web,IN,basic
22944,1989,feature_use,2024-06-07 14:46:00,web,IN,basic
22945,1989,login,2024-06-08 15:32:00,web,IN,basic
22946,1989,feature_use,2024-06-12 17:28:00,web,IN,basic
22947,1989,login,2024-06-12 17:43:00,web,IN,basic
22948,1989,feature_use,2024-06-13 18:23:00,web,IN,basic
22949,1990,landing_page,2024-05-15 11:51:00,ios,US,
22950,1991,landing_page,2024-07-07 12:30:00,android,AU,
22951,1991,signup,2024-07-07 12:58:00,android,AU,free
22952,1991,verify_email,2024-07-07 13:19:00,android,AU,free
22953,1991,login,2024-07-07 13:45:00,android,AU,free
22954,1991,start_trial,2024-07-07 13:56:00,android,AU,basic
22955,1991,subscribe,2024-07-07 14:09:00,android,AU,pro
22956,1991,login,2024-07-07 14:38:00,android,AU,pro
22957,1991,feature_use,2024-07-10 16:23:00,android,AU,pro
22958,1991,feature_use,2024-07-14 16:42:00,android,AU,pro
22959,1991,login,2024-07-18 17:46:00,android,AU,pro
22960,1991,feature_use,2024-07-23 18:33:00,android,AU,pro
22961,1991,feature_use,2024-07-25 19:22:00,android,AU,pro
22962,1991,feature_use,2024-07-30 21:12:00,android,AU,pro
22963,1991,login,2024-07-31 21:54:00,android,AU,pro
22964,1991,cancel,2024-08-03 23:21:00,android,AU,pro
22965,1992,landing_page,2024-04-22 17:29:00,web,US,
22966,1992,signup,2024-04-22 17:44:00,web,US,free
22967,1992,verify_email,2024-04-22 17:54:00,web,US,free
22968,1992,login,2024-04-22 18:36:00,web,US,free
22969,1992,start_trial,2024-04-22 19:00:00,web,US,basic
22970,1992,subscribe,2024-04-22 19:36:00,web,US,pro
22971,1992,feature_use,2024-04-22 20:35:00,web,US,pro
22972,1992,login,2024-04-22 21:12:00,web,US,pro
22973,1992,feature_use,2024-04-26 21:28:00,web,US,pro
22974,1992,feature_use,2024-05-01 23:24:00,web,US,pro
22975,1992,login,2024-05-06 00:22:00,web,US,pro
22976,1992,feature_use,2024-05-06 02:19:00,web,US,pro
22977,1992,feature_use,2024-05-07 04:09:00,web,US,pro
22978,1992,login,2024-05-12 06:02:00,web,US,pro
22979,1992,feature_use,2024-05-17 06:22:00,web,US,pro
22980,1992,login,2024-05-17 08:04:00,web,US,pro
22981,1992,login,2024-05-20 09:42:00,web,US,pro
22982,1992,login,2024-05-20 10:49:00,web,US,pro
22983,1992,login,2024-05-22 11:06:00,web,US,pro
22984,1992,login,2024-05-23 12:40:00,web,US,pro
22985,1992,login,2024-05-23 13:04:00,web,US,pro
22986,1992,feature_use,2024-05-26 14:51:00,web,US,pro
22987,1992,login,2024-05-27 15:22:00,web,US,pro
22988,1992,feature_use,2024-05-31 15:54:00,web,US,pro
22989,1993,landing_page,2024-01-28 01:31:00,web,IN,
22990,1994,landing_page,2024-01-23 07:00:00,ios,AU,
22991,1994,signup,2024-01-23 07:47:00,ios,AU,free
22992,1994,verify_email,2024-01-23 08:19:00,ios,AU,free
22993,1994,login,2024-01-23 09:12:00,ios,AU,free
22994,1994,start_trial,2024-01-23 09:48:00,ios,AU,basic
22995,1994,login,2024-01-23 10:01:00,ios,AU,basic
22996,1994,login,2024-01-23 10:22:00,ios,AU,basic
22997,1994,login,2024-01-27 12:05:00,ios,AU,basic
22998,1994,login,2024-01-29 13:09:00,ios,AU,basic
22999,1994,feature_use,2024-02-02 13:37:00,ios,AU,basic
23000,1994,login,2024-02-07 14:32:00,ios,AU,basic
23001,1994,login,2024-02-09 15:42:00,ios,AU,basic
23002,1994,login,2024-02-13 17:26:00,ios,AU,basic
23003,1994,login,2024-02-14 18:07:00,ios,AU,basic
23004,1994,feature_use,2024-02-16 18:18:00,ios,AU,basic
23005,1994,login,2024-02-21 18:58:00,ios,AU,basic
23006,1994,login,2024-02-22 20:27:00,ios,AU,basic
23007,1994,login,2024-02-24 21:26:00,ios,AU,basic
23008,1994,login,2024-02-29 22:20:00,ios,AU,basic
23009,1994,login,2024-03-05 22:58:00,ios,AU,basic
23010,1994,feature_use,2024-03-07 00:15:00,ios,AU,basic
23011,1994,login,2024-03-08 01:42:00,ios,AU,basic
23012,1994,feature_use,2024-03-08 02:33:00,ios,AU,basic
23013,1994,login,2024-03-13 03:20:00,ios,AU,basic
23014,1994,login,2024-03-15 04:35:00,ios,AU,basic
23015,1995,landing_page,2024-08-14 04:21:00,ios,AU,
23016,1995,signup,2024-08-14 04:31:00,ios,AU,free
23017,1995,verify_email,2024-08-14 05:12:00,ios,AU,free
23018,1995,login,2024-08-14 05:51:00,ios,AU,free
23019,1995,start_trial,2024-08-14 05:59:00,ios,AU,basic
23020,1995,feature_use,2024-08-14 06:04:00,ios,AU,basic
23021,1995,login,2024-08-17 06:50:00,ios,AU,basic
23022,1995,feature_use,2024-08-22 08:20:00,ios,AU,basic
23023,1995,feature_use,2024-08-25 09:05:00,ios,AU,basic
23024,1995,feature_use,2024-08-29 10:44:00,ios,AU,basic
23025,1995,login,2024-09-01 12:15:00,ios,AU,basic
23026,1995,login,2024-09-02 13:33:00,ios,AU,basic
23027,1995,feature_use,2024-09-07 14:34:00,ios,AU,basic
23028,1995,feature_use,2024-09-11 14:56:00,ios,AU,basic
23029,1995,feature_use,2024-09-12 16:52:00,ios,AU,basic
23030,1995,feature_use,2024-09-17 18:06:00,ios,AU,basic
23031,1995,feature_use,2024-09-17 18:18:00,ios,AU,basic
23032,1996,landing_page,2024-08-27 11:52:00,web,IN,
23033,1996,signup,2024-08-27 12:21:00,web,IN,free
23034,1996,verify_email,2024-08-27 12:35:00,web,IN,free
23035,1996,login,2024-08-27 13:22:00,web,IN,free
23036,1996,start_trial,2024-08-27 14:05:00,web,IN,basic
23037,1996,subscribe,2024-08-27 14:19:00,web,IN,pro
23038,1996,feature_use,2024-08-27 14:56:00,web,IN,pro
23039,1996,login,2024-08-27 16:47:00,web,IN,pro
23040,1996,login,2024-08-31 17:18:00,web,IN,pro
23041,1996,login,2024-09-05 18:42:00,web,IN,pro
23042,1996,feature_use,2024-09-05 19:00:00,web,IN,pro
23043,1996,feature_use,2024-09-08 19:58:00,web,IN,pro
23044,1996,login,2024-09-08 21:40:00,web,IN,pro
23045,1996,feature_use,2024-09-10 23:07:00,web,IN,pro
23046,1996,login,2024-09-12 23:24:00,web,IN,pro
23047,1996,login,2024-09-17 01:07:00,web,IN,pro
23048,1996,login,2024-09-22 02:44:00,web,IN,pro
23049,1996,login,2024-09-27 04:37:00,web,IN,pro
23050,1996,login,2024-09-30 06:21:00,web,IN,pro
23051,1996,feature_use,2024-10-03 08:19:00,web,IN,pro
23052,1996,feature_use,2024-10-04 09:58:00,web,IN,pro
23053,1997,landing_page,2024-10-27 13:21:00,ios,US,
23054,1997,signup,2024-10-27 14:13:00,ios,US,free
23055,1997,verify_email,2024-10-27 15:07:00,ios,US,free
23056,1997,login,2024-10-27 15:44:00,ios,US,free
23057,1997,start_trial,2024-10-27 16:22:00,ios,US,basic
23058,1997,login,2024-10-27 17:17:00,ios,US,basic
23059,1997,login,2024-10-30 17:50:00,ios,US,basic
23060,1997,feature_use,2024-10-31 18:10:00,ios,US,basic
23061,1997,feature_use,2024-11-05 19:01:00,ios,US,basic
23062,1997,login,2024-11-07 20:29:00,ios,US,basic
23063,1998,landing_page,2024-09-02 02:27:00,android,AU,
23064,1998,signup,2024-09-02 03:05:00,android,AU,free
23065,1999,landing_page,2024-07-04 05:29:00,ios,UK,
23066,1999,signup,2024-07-04 06:10:00,ios,UK,free
23067,1999,verify_email,2024-07-04 07:02:00,ios,UK,free
23068,1999,login,2024-07-04 07:32:00,ios,UK,free
23069,1999,start_trial,2024-07-04 07:59:00,ios,UK,basic
23070,1999,subscribe,2024-07-04 08:52:00,ios,UK,pro
23071,1999,login,2024-07-04 09:48:00,ios,UK,pro
23072,1999,feature_use,2024-07-05 10:18:00,ios,UK,pro
23073,1999,feature_use,2024-07-05 12:01:00,ios,UK,pro
23074,1999,login,2024-07-07 13:29:00,ios,UK,pro
23075,1999,feature_use,2024-07-12 15:17:00,ios,UK,pro
23076,1999,login,2024-07-13 16:20:00,ios,UK,pro
23077,1999,feature_use,2024-07-13 16:58:00,ios,UK,pro
23078,1999,login,2024-07-16 17:54:00,ios,UK,pro
23079,1999,feature_use,2024-07-19 19:48:00,ios,UK,pro
23080,1999,login,2024-07-20 20:35:00,ios,UK,pro
23081,1999,login,2024-07-22 21:19:00,ios,UK,pro
23082,1999,feature_use,2024-07-25 21:43:00,ios,UK,pro
23083,1999,cancel,2024-07-30 22:13:00,ios,UK,pro
23084,2000,landing_page,2024-04-04 12:03:00,web,UK,
23085,2001,landing_page,2024-10-23 10:39:00,ios,IN,
23086,2001,signup,2024-10-23 10:52:00,ios,IN,free
23087,2001,verify_email,2024-10-23 11:04:00,ios,IN,free
23088,2001,login,2024-10-23 11:29:00,ios,IN,free
23089,2001,start_trial,2024-10-23 11:37:00,ios,IN,basic
23090,2001,subscribe,2024-10-23 12:17:00,ios,IN,pro
23091,2001,feature_use,2024-10-23 12:58:00,ios,IN,pro
23092,2001,login,2024-10-27 14:40:00,ios,IN,pro
23093,2001,login,2024-10-27 16:17:00,ios,IN,pro
23094,2001,feature_use,2024-10-31 17:10:00,ios,IN,pro
23095,2001,login,2024-11-03 17:31:00,ios,IN,pro
23096,2001,login,2024-11-06 19:05:00,ios,IN,pro
23097,2001,login,2024-11-11 19:23:00,ios,IN,pro
23098,2001,feature_use,2024-11-13 20:17:00,ios,IN,pro
23099,2001,login,2024-11-15 22:12:00,ios,IN,pro
23100,2002,landing_page,2024-01-02 17:27:00,web,US,
23101,2002,signup,2024-01-02 17:58:00,web,US,free
23102,2003,landing_page,2024-05-06 03:29:00,web,UK,
23103,2003,signup,2024-05-06 04:22:00,web,UK,free
23104,2003,verify_email,2024-05-06 04:38:00,web,UK,free
23105,2003,login,2024-05-06 04:50:00,web,UK,free
23106,2003,start_trial,2024-05-06 05:06:00,web,UK,basic
23107,2003,subscribe,2024-05-06 05:57:00,web,UK,pro
23108,2003,login,2024-05-06 06:52:00,web,UK,pro
23109,2003,login,2024-05-08 08:03:00,web,UK,pro
23110,2003,feature_use,2024-05-08 10:01:00,web,UK,pro
23111,2003,login,2024-05-09 11:51:00,web,UK,pro
23112,2003,feature_use,2024-05-11 12:33:00,web,UK,pro
23113,2003,feature_use,2024-05-14 13:38:00,web,UK,pro
23114,2003,login,2024-05-14 15:12:00,web,UK,pro
23115,2003,login,2024-05-17 15:53:00,web,UK,pro
23116,2003,login,2024-05-19 16:53:00,web,UK,pro
23117,2003,login,2024-05-20 18:16:00,web,UK,pro
23118,2003,feature_use,2024-05-22 18:51:00,web,UK,pro
23119,2003,feature_use,2024-05-26 20:50:00,web,UK,pro
23120,2003,login,2024-05-29 21:55:00,web,UK,pro
23121,2003,feature_use,2024-05-30 23:40:00,web,UK,pro
23122,2003,login,2024-05-31 00:17:00,web,UK,pro
23123,2003,feature_use,2024-06-01 01:10:00,web,UK,pro
23124,2003,login,2024-06-06 01:21:00,web,UK,pro
23125,2003,feature_use,2024-06-08 02:44:00,web,UK,pro
23126,2003,cancel,2024-06-12 03:40:00,web,UK,pro
23127,2004,landing_page,2024-08-31 11:04:00,web,AU,
23128,2004,signup,2024-08-31 12:04:00,web,AU,free
23129,2004,verify_email,2024-08-31 12:37:00,web,AU,free
23130,2004,login,2024-08-31 13:25:00,web,AU,free
23131,2004,start_trial,2024-08-31 14:01:00,web,AU,basic
23132,2004,subscribe,2024-08-31 14:15:00,web,AU,pro
23133,2004,login,2024-08-31 14:45:00,web,AU,pro
23134,2004,feature_use,2024-08-31 15:54:00,web,AU,pro
23135,2004,feature_use,2024-09-04 17:29:00,web,AU,pro
23136,2004,login,2024-09-05 17:41:00,web,AU,pro
23137,2004,feature_use,2024-09-05 18:38:00,web,AU,pro
23138,2004,login,2024-09-08 18:58:00,web,AU,pro
23139,2004,login,2024-09-09 20:25:00,web,AU,pro
23140,2004,feature_use,2024-09-13 21:50:00,web,AU,pro
23141,2004,feature_use,2024-09-16 22:31:00,web,AU,pro
23142,2004,feature_use,2024-09-18 00:22:00,web,AU,pro
23143,2004,feature_use,2024-09-23 00:35:00,web,AU,pro
23144,2004,feature_use,2024-09-24 01:06:00,web,AU,pro
23145,2004,login,2024-09-27 01:37:00,web,AU,pro
23146,2004,login,2024-09-27 03:19:00,web,AU,pro
23147,2004,feature_use,2024-10-01 04:48:00,web,AU,pro
23148,2004,login,2024-10-03 06:31:00,web,AU,pro
23149,2005,landing_page,2024-10-10 20:41:00,ios,UK,
23150,2005,signup,2024-10-10 20:57:00,ios,UK,free
23151,2005,verify_email,2024-10-10 21:34:00,ios,UK,free
23152,2005,login,2024-10-10 21:52:00,ios,UK,free
23153,2005,start_trial,2024-10-10 22:34:00,ios,UK,basic
23154,2005,subscribe,2024-10-10 22:59:00,ios,UK,pro
23155,2005,login,2024-10-10 23:50:00,ios,UK,pro
23156,2005,login,2024-10-13 00:14:00,ios,UK,pro
23157,2005,feature_use,2024-10-17 01:53:00,ios,UK,pro
23158,2005,login,2024-10-20 03:47:00,ios,UK,pro
23159,2005,login,2024-10-20 04:15:00,ios,UK,pro
23160,2005,login,2024-10-24 05:52:00,ios,UK,pro
23161,2005,login,2024-10-24 07:21:00,ios,UK,pro
23162,2005,login,2024-10-25 09:06:00,ios,UK,pro
23163,2005,login,2024-10-29 09:57:00,ios,UK,pro
23164,2005,login,2024-11-01 10:09:00,ios,UK,pro
23165,2005,feature_use,2024-11-05 11:35:00,ios,UK,pro
23166,2005,login,2024-11-05 13:18:00,ios,UK,pro
23167,2005,login,2024-11-10 14:43:00,ios,UK,pro
23168,2005,cancel,2024-11-15 15:55:00,ios,UK,pro
23169,2006,landing_page,2024-01-04 20:48:00,ios,AU,
23170,2006,signup,2024-01-04 20:56:00,ios,AU,free
23171,2006,verify_email,2024-01-04 21:39:00,ios,AU,free
23172,2006,login,2024-01-04 22:07:00,ios,AU,free
23173,2006,start_trial,2024-01-04 22:19:00,ios,AU,basic
23174,2006,subscribe,2024-01-04 23:18:00,ios,AU,pro
23175,2006,login,2024-01-04 23:55:00,ios,AU,pro
23176,2006,login,2024-01-07 01:05:00,ios,AU,pro
23177,2006,login,2024-01-10 01:58:00,ios,AU,pro
23178,2006,feature_use,2024-01-13 03:44:00,ios,AU,pro
23179,2006,feature_use,2024-01-17 05:11:00,ios,AU,pro
23180,2006,login,2024-01-20 06:24:00,ios,AU,pro
23181,2006,login,2024-01-24 06:55:00,ios,AU,pro
23182,2006,feature_use,2024-01-25 08:34:00,ios,AU,pro
23183,2006,feature_use,2024-01-29 08:54:00,ios,AU,pro
23184,2006,feature_use,2024-02-02 09:10:00,ios,AU,pro
23185,2006,cancel,2024-02-06 09:30:00,ios,AU,pro
23186,2007,landing_page,2024-02-28 06:24:00,ios,AU,
23187,2007,signup,2024-02-28 06:41:00,ios,AU,free
23188,2007,verify_email,2024-02-28 07:08:00,ios,AU,free
23189,2007,login,2024-02-28 07:53:00,ios,AU,free
23190,2007,start_trial,2024-02-28 08:24:00,ios,AU,basic
23191,2007,feature_use,2024-02-28 08:34:00,ios,AU,basic
23192,2007,login,2024-03-01 10:30:00,ios,AU,basic
23193,2007,feature_use,2024-03-06 12:20:00,ios,AU,basic
23194,2007,login,2024-03-08 13:43:00,ios,AU,basic
23195,2007,feature_use,2024-03-12 14:23:00,ios,AU,basic
23196,2007,feature_use,2024-03-13 14:39:00,ios,AU,basic
23197,2008,landing_page,2024-02-18 01:46:00,ios,AU,
23198,2008,signup,2024-02-18 02:32:00,ios,AU,free
23199,2008,verify_email,2024-02-18 03:00:00,ios,AU,free
23200,2008,login,2024-02-18 03:24:00,ios,AU,free
23201,2008,start_trial,2024-02-18 04:05:00,ios,AU,basic
23202,2008,subscribe,2024-02-18 04:15:00,ios,AU,pro
23203,2008,login,2024-02-18 04:26:00,ios,AU,pro
23204,2008,login,2024-02-22 04:44:00,ios,AU,pro
23205,2008,feature_use,2024-02-26 05:10:00,ios,AU,pro
23206,2008,login,2024-02-29 05:31:00,ios,AU,pro
23207,2008,feature_use,2024-03-03 06:04:00,ios,AU,pro
23208,2008,login,2024-03-07 06:30:00,ios,AU,pro
23209,2008,feature_use,2024-03-07 08:13:00,ios,AU,pro
23210,2008,feature_use,2024-03-09 08:47:00,ios,AU,pro
23211,2008,feature_use,2024-03-11 10:21:00,ios,AU,pro
23212,2008,feature_use,2024-03-16 10:37:00,ios,AU,pro
23213,2008,feature_use,2024-03-19 11:08:00,ios,AU,pro
23214,2008,login,2024-03-24 13:03:00,ios,AU,pro
23215,2008,login,2024-03-24 13:22:00,ios,AU,pro
23216,2008,login,2024-03-24 13:47:00,ios,AU,pro
23217,2008,login,2024-03-24 13:58:00,ios,AU,pro
23218,2008,login,2024-03-24 14:52:00,ios,AU,pro
23219,2008,feature_use,2024-03-26 15:30:00,ios,AU,pro
23220,2008,feature_use,2024-03-28 15:56:00,ios,AU,pro
23221,2008,cancel,2024-04-02 16:52:00,ios,AU,pro
23222,2009,landing_page,2024-05-21 00:34:00,android,IN,
23223,2009,signup,2024-05-21 01:28:00,android,IN,free
23224,2009,verify_email,2024-05-21 01:52:00,android,IN,free
23225,2009,login,2024-05-21 02:43:00,android,IN,free
23226,2009,start_trial,2024-05-21 03:41:00,android,IN,basic
23227,2009,subscribe,2024-05-21 04:10:00,android,IN,pro
23228,2009,feature_use,2024-05-21 04:45:00,android,IN,pro
23229,2009,login,2024-05-23 05:53:00,android,IN,pro
23230,2009,login,2024-05-25 07:13:00,android,IN,pro
23231,2009,feature_use,2024-05-30 09:09:00,android,IN,pro
23232,2009,feature_use,2024-06-04 11:05:00,android,IN,pro
23233,2009,login,2024-06-05 12:15:00,android,IN,pro
23234,2009,feature_use,2024-06-05 12:59:00,android,IN,pro
23235,2009,login,2024-06-08 13:24:00,android,IN,pro
23236,2009,login,2024-06-11 13:48:00,android,IN,pro
23237,2010,landing_page,2024-07-01 04:02:00,android,AU,
23238,2010,signup,2024-07-01 04:46:00,android,AU,free
23239,2010,verify_email,2024-07-01 04:54:00,android,AU,free
23240,2010,login,2024-07-01 05:28:00,android,AU,free
23241,2010,start_trial,2024-07-01 06:11:00,android,AU,basic
23242,2010,login,2024-07-01 06:45:00,android,AU,basic
23243,2010,feature_use,2024-07-06 08:38:00,android,AU,basic
23244,2010,feature_use,2024-07-10 09:10:00,android,AU,basic
23245,2010,feature_use,2024-07-14 10:45:00,android,AU,basic
23246,2010,login,2024-07-14 11:47:00,android,AU,basic
23247,2011,landing_page,2024-09-04 08:06:00,web,IN,
23248,2011,signup,2024-09-04 08:25:00,web,IN,free
23249,2011,verify_email,2024-09-04 08:35:00,web,IN,free
23250,2011,login,2024-09-04 09:27:00,web,IN,free
23251,2011,start_trial,2024-09-04 09:44:00,web,IN,basic
23252,2011,subscribe,2024-09-04 10:38:00,web,IN,pro
23253,2011,login,2024-09-04 11:26:00,web,IN,pro
23254,2011,login,2024-09-08 11:49:00,web,IN,pro
23255,2011,login,2024-09-08 12:27:00,web,IN,pro
23256,2011,login,2024-09-12 14:07:00,web,IN,pro
23257,2011,login,2024-09-16 16:01:00,web,IN,pro
23258,2011,feature_use,2024-09-20 16:15:00,web,IN,pro
23259,2011,feature_use,2024-09-22 18:11:00,web,IN,pro
23260,2011,feature_use,2024-09-25 19:05:00,web,IN,pro
23261,2011,login,2024-09-29 19:48:00,web,IN,pro
23262,2011,feature_use,2024-10-01 20:47:00,web,IN,pro
23263,2011,login,2024-10-02 21:32:00,web,IN,pro
23264,2011,login,2024-10-05 22:21:00,web,IN,pro
23265,2011,login,2024-10-09 23:46:00,web,IN,pro
23266,2011,login,2024-10-13 00:04:00,web,IN,pro
23267,2011,login,2024-10-14 01:04:00,web,IN,pro
23268,2011,feature_use,2024-10-17 02:06:00,web,IN,pro
23269,2011,cancel,2024-10-17 02:17:00,web,IN,pro
23270,2012,landing_page,2024-07-02 03:16:00,web,IN,
